Epoch,step,loss,loss_classifier,loss_box_reg,loss_objectness,loss_rpn_box_reg
16,0,0.1060,0.0371,0.0400,0.0259,0.0029  
16,50,0.1043,0.0280,0.0419,0.0121,0.0222  
16,100,0.1080,0.0293,0.0419,0.0134,0.0234  
16,150,0.1064,0.0292,0.0421,0.0127,0.0224  
16,200,0.1054,0.0292,0.0417,0.0127,0.0217  
16,250,0.1063,0.0291,0.0414,0.0130,0.0227  
16,300,0.1080,0.0294,0.0419,0.0135,0.0233  
16,350,0.1073,0.0291,0.0415,0.0134,0.0233  
16,400,0.1071,0.0289,0.0414,0.0134,0.0233  
16,450,0.1076,0.0289,0.0416,0.0136,0.0235  
16,456,0.1077,0.0289,0.0415,0.0138,0.0234  
17,0,0.0903,0.0241,0.0366,0.0062,0.0235  
17,50,0.1160,0.0301,0.0435,0.0144,0.0280  
17,100,0.1135,0.0303,0.0425,0.0149,0.0258  
17,150,0.1116,0.0300,0.0425,0.0139,0.0252  
17,200,0.1095,0.0296,0.0425,0.0134,0.0240  
17,250,0.1094,0.0295,0.0422,0.0132,0.0245  
17,300,0.1088,0.0294,0.0422,0.0130,0.0242  
17,350,0.1086,0.0295,0.0422,0.0132,0.0238  
17,400,0.1092,0.0296,0.0425,0.0134,0.0238  
17,450,0.1088,0.0295,0.0425,0.0134,0.0235  
17,456,0.1090,0.0295,0.0425,0.0134,0.0236  
18,0,0.0776,0.0249,0.0430,0.0031,0.0067  
18,50,0.1070,0.0293,0.0438,0.0125,0.0213  
18,100,0.1139,0.0304,0.0431,0.0149,0.0255  
18,150,0.1101,0.0299,0.0421,0.0142,0.0239  
18,200,0.1093,0.0298,0.0420,0.0141,0.0234  
18,250,0.1084,0.0295,0.0416,0.0139,0.0234  
18,300,0.1079,0.0293,0.0416,0.0135,0.0234  
18,350,0.1075,0.0292,0.0419,0.0133,0.0231  
18,400,0.1074,0.0292,0.0419,0.0132,0.0231  
18,450,0.1075,0.0289,0.0418,0.0133,0.0234  
18,456,0.1075,0.0289,0.0419,0.0132,0.0234  
19,0,0.1490,0.0270,0.0495,0.0353,0.0371  
19,50,0.1053,0.0296,0.0416,0.0141,0.0200  
19,100,0.1063,0.0294,0.0424,0.0135,0.0210  
19,150,0.1066,0.0291,0.0424,0.0135,0.0215  
19,200,0.1067,0.0290,0.0421,0.0135,0.0222  
19,250,0.1070,0.0291,0.0421,0.0134,0.0223  
19,300,0.1071,0.0290,0.0419,0.0137,0.0226  
19,350,0.1079,0.0291,0.0421,0.0135,0.0232  
19,400,0.1075,0.0292,0.0421,0.0133,0.0230  
19,450,0.1074,0.0290,0.0418,0.0134,0.0232  
19,456,0.1075,0.0291,0.0419,0.0134,0.0231  
20,0,0.1198,0.0314,0.0616,0.0071,0.0198  
20,50,0.1172,0.0303,0.0428,0.0146,0.0294  
20,100,0.1132,0.0298,0.0419,0.0144,0.0272  
20,150,0.1116,0.0302,0.0423,0.0138,0.0252  
20,200,0.1106,0.0300,0.0419,0.0138,0.0249  
20,250,0.1093,0.0298,0.0419,0.0135,0.0241  
20,300,0.1084,0.0296,0.0418,0.0134,0.0236  
20,350,0.1081,0.0296,0.0417,0.0133,0.0236  
20,400,0.1080,0.0295,0.0417,0.0132,0.0236  
20,450,0.1069,0.0293,0.0417,0.0129,0.0230  
20,456,0.1069,0.0293,0.0417,0.0129,0.0230  
21,0,0.1180,0.0264,0.0519,0.0195,0.0203  
21,50,0.1120,0.0293,0.0433,0.0140,0.0254  
21,100,0.1114,0.0295,0.0427,0.0149,0.0243  
21,150,0.1090,0.0293,0.0431,0.0140,0.0225  
21,200,0.1098,0.0293,0.0430,0.0138,0.0237  
21,250,0.1097,0.0293,0.0429,0.0141,0.0233  
21,300,0.1093,0.0292,0.0426,0.0141,0.0233  
21,350,0.1090,0.0292,0.0424,0.0140,0.0233  
21,400,0.1083,0.0290,0.0422,0.0138,0.0234  
21,450,0.1079,0.0290,0.0421,0.0136,0.0233  
21,456,0.1078,0.0289,0.0421,0.0135,0.0232  
22,0,0.1230,0.0449,0.0481,0.0150,0.0150  
22,50,0.1102,0.0295,0.0438,0.0142,0.0228  
22,100,0.1124,0.0295,0.0431,0.0160,0.0238  
22,150,0.1109,0.0298,0.0428,0.0152,0.0231  
22,200,0.1101,0.0294,0.0424,0.0147,0.0237  
22,250,0.1106,0.0296,0.0426,0.0154,0.0230  
22,300,0.1104,0.0294,0.0427,0.0153,0.0230  
22,350,0.1094,0.0292,0.0424,0.0149,0.0229  
22,400,0.1092,0.0292,0.0424,0.0146,0.0231  
22,450,0.1092,0.0292,0.0423,0.0144,0.0234  
22,456,0.1093,0.0292,0.0423,0.0144,0.0235  
23,0,0.0966,0.0274,0.0456,0.0086,0.0150  
23,50,0.1151,0.0303,0.0425,0.0150,0.0274  
23,100,0.1095,0.0292,0.0418,0.0137,0.0248  
23,150,0.1104,0.0296,0.0425,0.0143,0.0239  
23,200,0.1106,0.0295,0.0425,0.0141,0.0245  
23,250,0.1103,0.0294,0.0424,0.0140,0.0246  
23,300,0.1096,0.0292,0.0423,0.0139,0.0242  
23,350,0.1097,0.0291,0.0421,0.0139,0.0246  
23,400,0.1088,0.0291,0.0421,0.0136,0.0241  
23,450,0.1081,0.0291,0.0420,0.0135,0.0235  
23,456,0.1079,0.0290,0.0419,0.0135,0.0235  
24,0,0.1236,0.0313,0.0441,0.0220,0.0262  
24,50,0.1125,0.0301,0.0450,0.0148,0.0226  
24,100,0.1103,0.0297,0.0435,0.0131,0.0240  
24,150,0.1075,0.0293,0.0428,0.0124,0.0230  
24,200,0.1075,0.0291,0.0427,0.0129,0.0227  
24,250,0.1079,0.0291,0.0427,0.0128,0.0233  
24,300,0.1093,0.0294,0.0428,0.0131,0.0239  
24,350,0.1086,0.0294,0.0425,0.0132,0.0235  
24,400,0.1077,0.0291,0.0422,0.0130,0.0234  
24,450,0.1078,0.0293,0.0421,0.0131,0.0233  
24,456,0.1079,0.0292,0.0421,0.0131,0.0234  
25,0,0.1202,0.0249,0.0466,0.0186,0.0300  
25,50,0.1139,0.0288,0.0413,0.0143,0.0295  
25,100,0.1107,0.0289,0.0416,0.0138,0.0263  
25,150,0.1079,0.0289,0.0411,0.0136,0.0243  
25,200,0.1082,0.0288,0.0415,0.0138,0.0241  
25,250,0.1060,0.0285,0.0412,0.0130,0.0233  
25,300,0.1058,0.0286,0.0411,0.0133,0.0228  
25,350,0.1064,0.0288,0.0413,0.0131,0.0231  
25,400,0.1067,0.0289,0.0415,0.0130,0.0232  
25,450,0.1066,0.0288,0.0414,0.0131,0.0232  
25,456,0.1065,0.0288,0.0416,0.0130,0.0231  
26,0,0.0943,0.0236,0.0464,0.0096,0.0147  
26,50,0.1145,0.0296,0.0430,0.0153,0.0265  
26,100,0.1109,0.0291,0.0420,0.0145,0.0253  
26,150,0.1077,0.0288,0.0415,0.0138,0.0236  
26,200,0.1078,0.0288,0.0415,0.0141,0.0234  
26,250,0.1069,0.0286,0.0411,0.0138,0.0233  
26,300,0.1069,0.0286,0.0415,0.0138,0.0230  
26,350,0.1071,0.0286,0.0417,0.0136,0.0233  
26,400,0.1072,0.0285,0.0418,0.0139,0.0231  
26,450,0.1068,0.0285,0.0417,0.0135,0.0232  
26,456,0.1068,0.0285,0.0416,0.0134,0.0233  
27,0,0.0709,0.0267,0.0326,0.0038,0.0078  
27,50,0.1084,0.0293,0.0417,0.0133,0.0242  
27,100,0.1053,0.0287,0.0414,0.0126,0.0226  
27,150,0.1036,0.0285,0.0413,0.0121,0.0217  
27,200,0.1064,0.0291,0.0415,0.0127,0.0230  
27,250,0.1069,0.0290,0.0419,0.0128,0.0232  
27,300,0.1065,0.0290,0.0420,0.0126,0.0229  
27,350,0.1067,0.0291,0.0419,0.0127,0.0230  
27,400,0.1069,0.0289,0.0419,0.0130,0.0230  
27,450,0.1071,0.0289,0.0419,0.0131,0.0232  
27,456,0.1070,0.0289,0.0419,0.0130,0.0232  
28,0,0.1380,0.0275,0.0291,0.0224,0.0590  
28,50,0.1168,0.0311,0.0439,0.0146,0.0272  
28,100,0.1158,0.0312,0.0445,0.0134,0.0267  
28,150,0.1122,0.0303,0.0434,0.0133,0.0251  
28,200,0.1117,0.0299,0.0434,0.0138,0.0247  
28,250,0.1095,0.0296,0.0427,0.0134,0.0238  
28,300,0.1081,0.0294,0.0422,0.0133,0.0232  
28,350,0.1071,0.0291,0.0419,0.0131,0.0230  
28,400,0.1066,0.0290,0.0418,0.0129,0.0230  
28,450,0.1068,0.0289,0.0418,0.0129,0.0230  
28,456,0.1069,0.0289,0.0418,0.0130,0.0232  
29,0,0.1030,0.0266,0.0472,0.0076,0.0216  
29,50,0.0985,0.0264,0.0369,0.0124,0.0229  
29,100,0.1047,0.0276,0.0395,0.0136,0.0241  
29,150,0.1069,0.0286,0.0407,0.0139,0.0236  
29,200,0.1063,0.0286,0.0405,0.0138,0.0235  
29,250,0.1066,0.0287,0.0411,0.0136,0.0232  
29,300,0.1067,0.0290,0.0415,0.0132,0.0230  
29,350,0.1068,0.0290,0.0414,0.0134,0.0230  
29,400,0.1073,0.0290,0.0416,0.0134,0.0234  
29,450,0.1073,0.0289,0.0416,0.0136,0.0232  
29,456,0.1073,0.0289,0.0416,0.0136,0.0232  
30,0,0.1338,0.0265,0.0371,0.0243,0.0459  
30,50,0.1073,0.0286,0.0403,0.0141,0.0243  
30,100,0.1087,0.0292,0.0411,0.0145,0.0240  
30,150,0.1088,0.0293,0.0416,0.0141,0.0238  
30,200,0.1074,0.0289,0.0414,0.0134,0.0236  
30,250,0.1076,0.0291,0.0413,0.0139,0.0234  
30,300,0.1076,0.0290,0.0414,0.0136,0.0236  
30,350,0.1074,0.0289,0.0414,0.0135,0.0236  
30,400,0.1070,0.0288,0.0414,0.0135,0.0233  
30,450,0.1070,0.0287,0.0415,0.0134,0.0233  
30,456,0.1071,0.0288,0.0416,0.0134,0.0233  
31,0,0.1003,0.0262,0.0438,0.0070,0.0234  
31,50,0.1076,0.0296,0.0414,0.0122,0.0244  
31,100,0.1042,0.0286,0.0403,0.0116,0.0237  
31,150,0.1064,0.0294,0.0415,0.0124,0.0231  
31,200,0.1066,0.0295,0.0414,0.0124,0.0234  
31,250,0.1075,0.0294,0.0418,0.0124,0.0238  
31,300,0.1074,0.0293,0.0416,0.0123,0.0242  
31,350,0.1083,0.0293,0.0417,0.0130,0.0242  
31,400,0.1085,0.0293,0.0420,0.0132,0.0241  
31,450,0.1074,0.0290,0.0418,0.0130,0.0235  
31,456,0.1074,0.0291,0.0419,0.0130,0.0234  
32,0,0.1137,0.0273,0.0445,0.0171,0.0248  
32,50,0.1039,0.0283,0.0412,0.0126,0.0218  
32,100,0.1044,0.0278,0.0405,0.0132,0.0230  
32,150,0.1046,0.0281,0.0408,0.0130,0.0227  
32,200,0.1061,0.0282,0.0408,0.0135,0.0235  
32,250,0.1056,0.0283,0.0409,0.0131,0.0233  
32,300,0.1060,0.0284,0.0412,0.0133,0.0231  
32,350,0.1067,0.0286,0.0414,0.0133,0.0234  
32,400,0.1065,0.0288,0.0414,0.0132,0.0231  
32,450,0.1072,0.0289,0.0416,0.0134,0.0233  
32,456,0.1070,0.0288,0.0415,0.0135,0.0233  
33,0,0.0864,0.0283,0.0367,0.0081,0.0133  
33,50,0.0998,0.0272,0.0399,0.0118,0.0209  
33,100,0.1039,0.0286,0.0417,0.0119,0.0217  
33,150,0.1089,0.0292,0.0424,0.0138,0.0234  
33,200,0.1089,0.0292,0.0427,0.0137,0.0232  
33,250,0.1080,0.0291,0.0425,0.0138,0.0226  
33,300,0.1072,0.0288,0.0423,0.0135,0.0227  
33,350,0.1071,0.0288,0.0422,0.0134,0.0227  
33,400,0.1079,0.0290,0.0422,0.0133,0.0234  
33,450,0.1075,0.0290,0.0420,0.0131,0.0235  
33,456,0.1072,0.0290,0.0419,0.0131,0.0233  
34,0,0.1283,0.0450,0.0625,0.0065,0.0142  
34,50,0.1079,0.0295,0.0436,0.0125,0.0224  
34,100,0.1070,0.0294,0.0429,0.0136,0.0211  
34,150,0.1097,0.0300,0.0435,0.0139,0.0223  
34,200,0.1080,0.0296,0.0429,0.0134,0.0222  
34,250,0.1063,0.0292,0.0421,0.0129,0.0221  
34,300,0.1082,0.0294,0.0422,0.0137,0.0228  
34,350,0.1079,0.0294,0.0422,0.0134,0.0229  
34,400,0.1076,0.0294,0.0419,0.0133,0.0231  
34,450,0.1074,0.0293,0.0419,0.0132,0.0231  
34,456,0.1076,0.0293,0.0419,0.0132,0.0232  
35,0,0.1279,0.0289,0.0393,0.0407,0.0190  
35,50,0.1049,0.0275,0.0414,0.0138,0.0222  
35,100,0.1045,0.0278,0.0410,0.0136,0.0221  
35,150,0.1049,0.0280,0.0414,0.0129,0.0226  
35,200,0.1062,0.0280,0.0416,0.0135,0.0230  
35,250,0.1063,0.0280,0.0414,0.0134,0.0236  
35,300,0.1066,0.0281,0.0414,0.0135,0.0236  
35,350,0.1067,0.0285,0.0416,0.0135,0.0231  
35,400,0.1073,0.0287,0.0416,0.0137,0.0232  
35,450,0.1079,0.0289,0.0418,0.0137,0.0234  
35,456,0.1078,0.0289,0.0418,0.0137,0.0235  
36,0,0.1305,0.0368,0.0385,0.0141,0.0411  
36,50,0.1071,0.0299,0.0438,0.0115,0.0220  
36,100,0.1104,0.0301,0.0434,0.0126,0.0243  
36,150,0.1082,0.0292,0.0422,0.0125,0.0243  
36,200,0.1090,0.0291,0.0423,0.0126,0.0250  
36,250,0.1092,0.0292,0.0426,0.0127,0.0247  
36,300,0.1076,0.0291,0.0420,0.0125,0.0239  
36,350,0.1072,0.0291,0.0419,0.0127,0.0234  
36,400,0.1069,0.0289,0.0418,0.0128,0.0235  
36,450,0.1069,0.0289,0.0417,0.0130,0.0234  
36,456,0.1067,0.0288,0.0416,0.0130,0.0233  
37,0,0.1001,0.0378,0.0446,0.0118,0.0059  
37,50,0.1084,0.0286,0.0412,0.0128,0.0258  
37,100,0.1083,0.0294,0.0420,0.0126,0.0243  
37,150,0.1081,0.0295,0.0419,0.0127,0.0240  
37,200,0.1070,0.0293,0.0416,0.0127,0.0235  
37,250,0.1080,0.0295,0.0421,0.0131,0.0234  
37,300,0.1086,0.0293,0.0419,0.0134,0.0240  
37,350,0.1081,0.0293,0.0421,0.0133,0.0234  
37,400,0.1082,0.0292,0.0421,0.0130,0.0239  
37,450,0.1076,0.0291,0.0420,0.0132,0.0233  
37,456,0.1076,0.0291,0.0419,0.0133,0.0233
